Category,Symptom
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Authenticator app setup
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / Software Issue,Unable to install SQL server
IT Support / Desktop Support / Laptop / System Performance,"Slow performance, Frequent crash of applications"
IT Support / Desktop Support / Laptop / System Performance,Charging port is not working and low system performance. System is getting struck. System is on out of warranty.
IT Support / Desktop Support / Software Issue,Request for the Laptop Reset(Formatting)
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Install Browser to take Data bricks exam
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Password Expired,Your password will expire in 15 days.
IT Support / Desktop Support / User Profile / Account Lockout,"Hello Team,Snehal choudhary's account is locked."
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Teams not working on my primary laptop.
IT Support / Desktop Support / User Profile / Password Expired,Password expired
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Software Issue,Remote desktop is not getting connected to the account
IT Support / Desktop Support / Software Issue,System login page Issue
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect VPN
IT Support / Desktop Support / User Profile / Password Expired,not able to access anything
IT Support / Desktop Support / User Profile / Password Expired,Unable to connect Forticlient
IT Support / Desktop Support / Internet / VPN not connecting,Request for Password Reset Assistance
IT Support / Desktop Support / Software Issue,Tabular editor software not working
IT Support / Desktop Support / Software Issue,Unable to access Tredence Outlook and Teams account
IT Support / Desktop Support / Internet / VPN not connecting,Forticlient and Laptop Boot Time Issue
IT Support / Desktop Support / Software Issue,Clipchamp Update
IT Support / Desktop Support / Software Issue,Please install power bi desktop in my laptop. I have already installed it from self-service but it is not working.
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / User Profile / Account Lockout,Account Lockout Issue
IT Support / Desktop Support / Software Issue,Not able to connect to WVD
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Installation of App gate client application
IT Support / Desktop Support / Software Issue,Unable to login TMS
IT Support / Desktop Support / Software Issue,Can you please add python in the environment variable.
IT Support / Desktop Support / Laptop / Speaker and Audio,"Post connecting earphones to the laptop, it takes 3-4 mins to transfer sound from outside through earphones (Wired). Also I would like to increase sleep timer of laptop"
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to connect to WIFI/My Laptop is unable to connect the Wireless network through bluetooth devices
IT Support / Desktop Support / User Profile / Password Expired,VPN not connecting
IT Support / Desktop Support / Software Issue,Reporting manager and new project details are not updated on Success factor
IT Support / Desktop Support / User Profile / Password Expired,"Wifi not connecting, password expired"
IT Support / Desktop Support / Software Issue,"Request for approval to install ""Microsoft C++ Build Tools"" in my Laptop"
IT Support / Desktop Support / User Profile / Password Expired,Password change
IT Support / Desktop Support / Software Issue,Visual Studio code is crashing
IT Support / Desktop Support / User Profile / Password Expired,Can not login to VPN
IT Support / Desktop Support / User Profile / Account Lockout,Account locked
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Bluescreen,Frequent BSOD need new replacement laptop
IT Support / Desktop Support / Internet / VPN not connecting,Assistance Required for FortiClient VPN Password Issue
IT Support / Desktop Support / Software Issue,Installation of ImportExcel Module via PowerShell
IT Support / Desktop Support / User Profile / Account Lockout,I am not able to connect to FortiClient because my password is outdated. Need support changing my password to connect to FortiClient and prevent account inactivation due to not connecting to FortiClient
IT Support / Desktop Support / Laptop / System Performance,URGENT: Windows issues
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,I'm not able to connect the Wifi
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,not able to connect the office wifi
IT Support / Desktop Support / Software Issue,Need admin Privilege for download pgadmin database
IT Support / Desktop Support / Laptop / Speaker and Audio,"Hi Teams,Issue with team's audio i can hear other person voice but they can't hear me can you please check."
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connectingDat
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Account Lockout,Account Loacked
IT Support / Desktop Support / User Profile / Account Lockout,Account locked
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,Forticlient VPN -Not Working
IT Support / Desktop Support / Software Issue,Not able to connect with sql
IT Support / Desktop Support / Software Issue,High Priority - Please install Citrix
IT Support / Desktop Support / Internet / VPN not connecting,"Hi Team,I am currently facing an issue while attempting to connect to the VPN. I am receiving an ""Access Denied"" error message. Please help me on this"
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / System Performance,Laptop needs to be changed
IT Support / Desktop Support / User Profile / Password Expired,Unable to reset password
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Unable to connect to database in ssms on office network.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,mysql workbence is not running in the system.
IT Support / Desktop Support / Software Issue,"Need to add python to path, so I can use python from any location"
IT Support / Desktop Support / Internet / VPN not connecting,REG : Facing VPN Connectivity issue
IT Support / Desktop Support / User Profile / Password Expired,Need to reset password
IT Support / Desktop Support / Software Issue,Want to install Global Protect and Oracle Sql Developer Application from my older Laptop
IT Support / Desktop Support / Laptop / Power-On Issue,Laptop not turning on
IT Support / Desktop Support / Software Issue,VDI Connection Fail
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Unable to install software - BPA connector
IT Support / Desktop Support / User Profile / Account Lockout,Account Locked | Shree Prakash
IT Support / Desktop Support / User Profile / Account Lockout,"His account is locked due to which he is unable to access Microsoft teams, Outlook hampering his deliverables."
IT Support / Desktop Support / Software Issue,REG : Data source Connectivity Issue
